Leak_ID,Source_Platform,Leak_Type,Data_Snippet,Risk_Score,Pattern_Matched,Anomaly_Flag,Date_Detected,False_Positive
3770,GitHub,Config File,DB_PASSWORD=secret687,7,api_key_regex,No,2024-09-30,No
3771,Social Media,Payment Info,4305 5027 8510 2575,1,password_env_regex,Yes,2025-02-18,No
3772,GitHub,Database Dump,db_row_2082,6,email_regex,No,2025-02-11,Yes
3773,Pastebin,Payment Info,4907 2902 6087 2490,3,password_env_regex,Yes,2025-05-15,No
3774,Pastebin,Personal Data,"Name98, email58@example.com",9,email_regex,Yes,2024-10-08,Yes
3775,Dark Web,Confidential Document,ConfDoc_8165.pdf,7,username_password,No,2024-10-06,No
3776,Social Media,Source Code,function test20(){return true;},10,username_password,No,2025-07-05,Yes
3777,Dark Web,Database Dump,db_row_4242,7,email_regex,No,2025-01-14,Yes
3778,Dark Web,Credentials,user371:pass623,1,credit_card_regex,Yes,2024-12-28,No
3779,Social Media,Database Dump,db_row_3742,2,email_regex,Yes,2025-06-07,No
3780,Social Media,Payment Info,4784 3082 2021 5069,3,api_key_regex,Yes,2024-11-20,Yes
3781,Dark Web,Config File,DB_PASSWORD=secret252,7,password_env_regex,No,2025-01-12,Yes
3782,Pastebin,API Key,AIzaSyD1051***,4,username_password,Yes,2025-05-09,Yes
3783,Social Media,Database Dump,db_row_3490,7,password_env_regex,No,2024-10-13,No
3784,Social Media,Confidential Document,ConfDoc_4068.pdf,8,password_env_regex,No,2024-11-08,No
3785,Pastebin,Credentials,user404:pass557,1,api_key_regex,Yes,2025-07-26,No
3786,Public Forum,Personal Data,"Name35, email69@example.com",5,password_env_regex,No,2025-08-08,Yes
3787,Dark Web,Payment Info,4653 6453 8232 7076,3,password_env_regex,No,2025-01-02,No
3788,Pastebin,Config File,DB_PASSWORD=secret647,10,password_env_regex,No,2025-07-01,No
3789,GitHub,Payment Info,4660 4617 5733 2121,3,username_password,No,2025-01-06,No
3790,Pastebin,Database Dump,db_row_6854,5,api_key_regex,Yes,2024-10-23,Yes
3791,Social Media,Payment Info,4413 7670 1934 1151,3,credit_card_regex,Yes,2024-12-26,No
3792,GitHub,API Key,AIzaSyD3221***,1,username_password,Yes,2024-09-01,No
3793,GitHub,Config File,DB_PASSWORD=secret336,10,email_regex,Yes,2024-12-06,Yes
3794,Dark Web,Personal Data,"Name76, email71@example.com",3,email_regex,No,2025-01-13,Yes
3795,Public Forum,Source Code,function test80(){return true;},4,username_password,No,2024-11-28,No
3796,Pastebin,Source Code,function test60(){return true;},9,api_key_regex,No,2024-10-17,Yes
3797,Public Forum,Database Dump,db_row_3081,4,email_regex,No,2024-09-01,No
3798,Pastebin,Personal Data,"Name75, email32@example.com",5,password_env_regex,No,2025-03-18,Yes
3799,Public Forum,Config File,DB_PASSWORD=secret123,7,credit_card_regex,Yes,2025-04-13,Yes
3800,Pastebin,API Key,AIzaSyD3996***,2,credit_card_regex,Yes,2025-03-14,Yes
3801,Pastebin,Payment Info,4711 3651 7215 1548,2,username_password,No,2024-09-29,No
3802,Dark Web,Config File,DB_PASSWORD=secret103,7,email_regex,Yes,2025-06-19,No
3803,Social Media,Credentials,user486:pass282,8,credit_card_regex,Yes,2024-09-11,No
3804,Dark Web,API Key,AIzaSyD7057***,10,email_regex,No,2024-08-16,No
3805,Dark Web,Source Code,function test67(){return true;},3,api_key_regex,Yes,2025-03-19,No
3806,Public Forum,Personal Data,"Name69, email45@example.com",7,credit_card_regex,Yes,2025-03-06,No
3807,GitHub,Source Code,function test39(){return true;},1,email_regex,Yes,2025-03-19,No
3808,Social Media,API Key,AIzaSyD8967***,4,password_env_regex,No,2025-01-06,Yes
3809,Dark Web,Config File,DB_PASSWORD=secret815,7,password_env_regex,Yes,2025-01-07,Yes
3810,GitHub,Source Code,function test58(){return true;},10,email_regex,Yes,2024-12-02,Yes
3811,GitHub,Source Code,function test91(){return true;},10,api_key_regex,Yes,2024-08-24,Yes
3812,Social Media,Database Dump,db_row_3884,2,password_env_regex,Yes,2025-06-21,Yes
3813,Public Forum,Personal Data,"Name72, email38@example.com",10,api_key_regex,Yes,2024-11-27,Yes
3814,Social Media,Personal Data,"Name90, email25@example.com",7,username_password,No,2025-02-21,Yes
3815,Pastebin,Credentials,user173:pass311,8,email_regex,Yes,2025-05-31,No
3816,Dark Web,Config File,DB_PASSWORD=secret238,10,api_key_regex,Yes,2025-03-05,Yes
3817,Public Forum,Source Code,function test37(){return true;},4,username_password,No,2024-11-23,Yes
3818,Pastebin,Confidential Document,ConfDoc_9300.pdf,8,email_regex,Yes,2024-12-22,No
3819,Dark Web,API Key,AIzaSyD3076***,1,username_password,No,2025-04-10,Yes
3820,GitHub,Personal Data,"Name29, email64@example.com",9,credit_card_regex,No,2025-01-25,Yes
3821,Pastebin,Source Code,function test98(){return true;},7,password_env_regex,Yes,2024-11-07,No
3822,GitHub,Config File,DB_PASSWORD=secret125,1,password_env_regex,No,2025-08-01,No
3823,Pastebin,API Key,AIzaSyD8008***,6,api_key_regex,Yes,2024-12-19,Yes
3824,Pastebin,Confidential Document,ConfDoc_9257.pdf,6,email_regex,No,2025-03-21,No
3825,Pastebin,Database Dump,db_row_9862,4,api_key_regex,No,2025-07-30,Yes
3826,Social Media,Database Dump,db_row_1722,7,email_regex,Yes,2025-06-23,No
3827,GitHub,Config File,DB_PASSWORD=secret326,1,username_password,Yes,2024-09-15,No
3828,Dark Web,API Key,AIzaSyD6171***,6,credit_card_regex,Yes,2024-09-07,Yes
3829,Public Forum,Database Dump,db_row_2076,1,username_password,No,2024-09-16,Yes
3830,GitHub,Personal Data,"Name34, email13@example.com",10,email_regex,No,2024-08-24,Yes
3831,Public Forum,Confidential Document,ConfDoc_8076.pdf,5,email_regex,No,2025-04-06,No
3832,Pastebin,API Key,AIzaSyD6759***,10,password_env_regex,No,2025-05-27,No
3833,Pastebin,Personal Data,"Name81, email20@example.com",10,email_regex,Yes,2025-06-03,No
3834,Public Forum,Config File,DB_PASSWORD=secret934,8,email_regex,Yes,2025-07-22,No
3835,Dark Web,Config File,DB_PASSWORD=secret220,5,api_key_regex,Yes,2025-01-22,No
3836,Pastebin,Database Dump,db_row_6778,10,username_password,Yes,2025-04-13,Yes
3837,Dark Web,Source Code,function test47(){return true;},8,email_regex,Yes,2025-05-14,Yes
3838,Dark Web,API Key,AIzaSyD7962***,10,credit_card_regex,No,2024-10-15,No
3839,Dark Web,Config File,DB_PASSWORD=secret479,3,credit_card_regex,No,2025-07-16,No
3840,Pastebin,Source Code,function test18(){return true;},5,username_password,No,2024-12-17,No
3841,Pastebin,API Key,AIzaSyD1849***,4,username_password,Yes,2025-01-04,Yes
3842,GitHub,Payment Info,4682 4392 7773 2451,4,api_key_regex,Yes,2025-06-21,No
3843,Public Forum,API Key,AIzaSyD5969***,2,credit_card_regex,No,2025-07-23,Yes
3844,Social Media,Personal Data,"Name74, email43@example.com",6,password_env_regex,Yes,2025-07-17,No
3845,Social Media,Confidential Document,ConfDoc_9068.pdf,1,email_regex,No,2025-01-14,Yes
3846,Pastebin,Personal Data,"Name89, email25@example.com",2,api_key_regex,No,2025-01-18,Yes
3847,GitHub,Database Dump,db_row_1481,10,api_key_regex,No,2025-03-25,No
3848,Pastebin,Credentials,user202:pass974,5,username_password,No,2025-01-14,Yes
3849,Pastebin,Source Code,function test46(){return true;},10,username_password,Yes,2025-05-28,Yes
3850,Pastebin,Personal Data,"Name52, email10@example.com",6,email_regex,No,2025-07-14,Yes
3851,Social Media,Payment Info,4508 1735 6029 7898,2,api_key_regex,No,2025-03-27,Yes
3852,Pastebin,Config File,DB_PASSWORD=secret487,10,username_password,No,2024-08-28,Yes
3853,Social Media,Config File,DB_PASSWORD=secret746,7,credit_card_regex,No,2024-10-13,No
3854,GitHub,Database Dump,db_row_5410,9,credit_card_regex,No,2025-06-25,No
3855,Public Forum,Personal Data,"Name31, email58@example.com",9,api_key_regex,Yes,2024-10-09,No
3856,Pastebin,Database Dump,db_row_5120,9,email_regex,Yes,2025-04-28,No
3857,GitHub,Credentials,user932:pass109,9,username_password,Yes,2025-03-17,No
3858,Public Forum,Personal Data,"Name63, email74@example.com",9,email_regex,No,2024-11-08,No
3859,GitHub,Config File,DB_PASSWORD=secret261,5,api_key_regex,No,2024-08-17,No
3860,GitHub,Database Dump,db_row_5951,4,credit_card_regex,Yes,2025-08-06,No
3861,GitHub,Credentials,user455:pass486,7,api_key_regex,No,2025-07-30,Yes
3862,Dark Web,Confidential Document,ConfDoc_6985.pdf,4,email_regex,No,2025-07-26,No
3863,Dark Web,Credentials,user423:pass543,3,credit_card_regex,No,2024-08-14,No
3864,GitHub,Credentials,user307:pass600,1,credit_card_regex,Yes,2025-01-01,No
3865,GitHub,Source Code,function test95(){return true;},3,username_password,No,2025-07-12,No
3866,GitHub,API Key,AIzaSyD1142***,3,api_key_regex,Yes,2025-02-11,No
3867,Public Forum,Payment Info,4467 7036 4062 9902,5,credit_card_regex,Yes,2025-04-06,No
3868,Dark Web,Source Code,function test89(){return true;},6,email_regex,Yes,2025-02-01,No
3869,GitHub,Credentials,user830:pass156,2,password_env_regex,No,2025-05-11,No
3870,GitHub,Personal Data,"Name71, email50@example.com",7,credit_card_regex,No,2025-06-02,No
3871,Social Media,Config File,DB_PASSWORD=secret822,1,username_password,Yes,2025-05-22,No
3872,Social Media,Personal Data,"Name43, email92@example.com",3,api_key_regex,Yes,2025-04-10,No
3873,Social Media,Personal Data,"Name89, email45@example.com",7,credit_card_regex,No,2024-10-11,Yes
3874,Pastebin,Database Dump,db_row_4685,1,api_key_regex,Yes,2025-05-14,Yes
3875,Dark Web,API Key,AIzaSyD4985***,8,password_env_regex,Yes,2025-01-09,No
3876,Social Media,Payment Info,4930 6715 1953 5474,6,password_env_regex,Yes,2025-07-23,Yes
3877,Public Forum,Payment Info,4162 6712 2569 5539,9,username_password,No,2025-07-19,Yes
3878,Public Forum,Database Dump,db_row_2772,9,email_regex,Yes,2024-09-10,No
3879,Social Media,API Key,AIzaSyD9797***,10,password_env_regex,No,2024-08-23,No
3880,Public Forum,Config File,DB_PASSWORD=secret920,3,email_regex,No,2025-06-08,No
3881,Social Media,Confidential Document,ConfDoc_4567.pdf,9,username_password,Yes,2025-04-04,Yes
3882,Dark Web,Credentials,user693:pass228,6,password_env_regex,Yes,2025-01-22,No
3883,GitHub,API Key,AIzaSyD5899***,5,email_regex,Yes,2025-06-26,Yes
3884,GitHub,Confidential Document,ConfDoc_5775.pdf,3,email_regex,Yes,2024-11-04,Yes
3885,Dark Web,API Key,AIzaSyD7300***,1,username_password,No,2025-01-25,Yes
3886,Public Forum,Payment Info,4590 3883 4483 5262,9,password_env_regex,Yes,2024-12-11,No
3887,Social Media,Confidential Document,ConfDoc_6353.pdf,2,email_regex,Yes,2025-07-02,Yes
3888,Pastebin,Confidential Document,ConfDoc_7660.pdf,8,email_regex,Yes,2025-05-09,Yes
3889,Pastebin,Config File,DB_PASSWORD=secret748,7,api_key_regex,No,2024-10-03,Yes
3890,GitHub,Source Code,function test62(){return true;},9,password_env_regex,Yes,2024-10-14,Yes
3891,Public Forum,Confidential Document,ConfDoc_9714.pdf,6,username_password,No,2025-01-19,No
3892,Dark Web,Source Code,function test45(){return true;},2,credit_card_regex,Yes,2025-01-25,Yes
3893,GitHub,Payment Info,4057 2113 4082 3520,9,password_env_regex,Yes,2024-09-19,Yes
3894,Public Forum,Payment Info,4209 5608 9590 8203,5,credit_card_regex,Yes,2025-01-17,No
3895,Dark Web,API Key,AIzaSyD6380***,9,password_env_regex,Yes,2025-04-05,No
3896,Pastebin,Source Code,function test84(){return true;},1,username_password,Yes,2025-06-29,Yes
3897,Dark Web,Personal Data,"Name45, email11@example.com",6,credit_card_regex,Yes,2024-10-10,Yes
3898,Pastebin,Source Code,function test52(){return true;},3,email_regex,No,2025-03-18,Yes
3899,Pastebin,Personal Data,"Name69, email72@example.com",1,credit_card_regex,Yes,2025-03-13,No
3900,Pastebin,Credentials,user364:pass432,8,credit_card_regex,Yes,2024-10-23,No
3901,Dark Web,Payment Info,4876 4063 5637 2154,7,username_password,No,2025-03-19,Yes
3902,Social Media,Personal Data,"Name38, email81@example.com",7,password_env_regex,Yes,2025-01-07,Yes
3903,Public Forum,Config File,DB_PASSWORD=secret822,6,api_key_regex,Yes,2024-09-07,Yes
3904,Pastebin,Database Dump,db_row_3092,3,credit_card_regex,No,2024-12-02,No
3905,Dark Web,API Key,AIzaSyD7766***,4,credit_card_regex,No,2024-11-28,Yes
3906,GitHub,Payment Info,4608 8268 2854 3475,2,credit_card_regex,Yes,2025-08-12,Yes
3907,GitHub,Database Dump,db_row_6584,5,api_key_regex,Yes,2024-11-07,Yes
3908,Dark Web,Payment Info,4281 7863 4378 6146,7,username_password,No,2025-04-07,Yes
3909,GitHub,Personal Data,"Name66, email28@example.com",8,username_password,No,2024-11-03,Yes
3910,Dark Web,Confidential Document,ConfDoc_4812.pdf,3,email_regex,No,2025-02-04,No
3911,GitHub,Source Code,function test90(){return true;},6,password_env_regex,No,2025-04-27,No
3912,Pastebin,Database Dump,db_row_7428,9,api_key_regex,Yes,2024-11-11,Yes
3913,GitHub,Confidential Document,ConfDoc_3971.pdf,5,username_password,Yes,2025-07-31,Yes
3914,Social Media,Config File,DB_PASSWORD=secret451,2,email_regex,Yes,2024-12-28,Yes
3915,Public Forum,Database Dump,db_row_7123,8,credit_card_regex,No,2025-07-14,No
3916,Pastebin,Payment Info,4342 2453 5156 8756,3,email_regex,No,2025-08-09,Yes
3917,Social Media,Source Code,function test41(){return true;},7,credit_card_regex,Yes,2024-09-26,No
3918,Public Forum,Credentials,user467:pass837,8,username_password,Yes,2024-10-16,Yes
3919,Dark Web,Credentials,user409:pass831,6,username_password,No,2024-09-24,No
3920,Social Media,Config File,DB_PASSWORD=secret277,3,email_regex,Yes,2024-12-12,Yes
3921,Social Media,Personal Data,"Name43, email84@example.com",6,email_regex,No,2025-01-12,No
3922,Dark Web,Personal Data,"Name11, email55@example.com",7,api_key_regex,Yes,2025-01-20,Yes
3923,Dark Web,API Key,AIzaSyD2664***,2,username_password,No,2024-11-16,Yes
3924,Pastebin,Payment Info,4359 2080 6531 6308,3,api_key_regex,No,2025-04-03,Yes
3925,GitHub,Source Code,function test57(){return true;},2,credit_card_regex,Yes,2025-07-16,No
3926,Public Forum,Database Dump,db_row_7852,8,credit_card_regex,Yes,2024-11-06,No
3927,GitHub,Config File,DB_PASSWORD=secret137,2,password_env_regex,No,2025-08-07,No
3928,GitHub,Confidential Document,ConfDoc_6161.pdf,8,username_password,No,2024-11-06,No
3929,Social Media,Config File,DB_PASSWORD=secret797,10,credit_card_regex,Yes,2025-06-20,No
3930,GitHub,Database Dump,db_row_7717,10,api_key_regex,No,2025-01-27,Yes
3931,Pastebin,Credentials,user779:pass992,5,username_password,No,2025-06-04,No
3932,Public Forum,Config File,DB_PASSWORD=secret163,4,credit_card_regex,No,2024-12-15,No
3933,Social Media,Confidential Document,ConfDoc_7775.pdf,5,email_regex,No,2024-12-10,Yes
3934,Public Forum,Personal Data,"Name40, email44@example.com",4,credit_card_regex,Yes,2024-09-03,No
3935,Public Forum,Source Code,function test40(){return true;},5,username_password,Yes,2024-11-17,No
3936,GitHub,Credentials,user291:pass400,4,api_key_regex,No,2024-12-20,Yes
3937,Public Forum,API Key,AIzaSyD7054***,3,email_regex,Yes,2025-05-22,No
3938,Public Forum,Source Code,function test45(){return true;},2,username_password,No,2024-08-20,Yes
3939,Public Forum,Personal Data,"Name94, email40@example.com",4,credit_card_regex,Yes,2025-07-17,Yes
3940,Dark Web,Payment Info,4748 9182 5826 5899,3,username_password,No,2025-04-04,Yes
3941,Dark Web,Credentials,user645:pass441,3,api_key_regex,No,2025-06-14,Yes
3942,GitHub,API Key,AIzaSyD2688***,9,username_password,No,2025-06-09,No
3943,Pastebin,Personal Data,"Name69, email62@example.com",2,credit_card_regex,No,2024-09-14,Yes
3944,Social Media,Credentials,user223:pass812,2,email_regex,No,2025-02-05,No
3945,Dark Web,Database Dump,db_row_4103,1,email_regex,No,2024-09-04,Yes
3946,Public Forum,Confidential Document,ConfDoc_7746.pdf,5,credit_card_regex,Yes,2024-09-19,No
3947,Public Forum,Database Dump,db_row_3371,5,username_password,Yes,2025-03-25,No
3948,Pastebin,Personal Data,"Name86, email79@example.com",6,api_key_regex,Yes,2025-08-05,Yes
3949,GitHub,Database Dump,db_row_9719,1,email_regex,Yes,2025-01-09,Yes
3950,GitHub,Source Code,function test80(){return true;},4,email_regex,No,2025-02-03,Yes
3951,Social Media,Confidential Document,ConfDoc_2004.pdf,7,api_key_regex,Yes,2025-02-11,Yes
3952,GitHub,Config File,DB_PASSWORD=secret829,7,credit_card_regex,No,2025-03-24,No
3953,Pastebin,Payment Info,4105 5638 6122 9128,9,email_regex,No,2025-01-30,Yes
3954,GitHub,Personal Data,"Name97, email61@example.com",3,email_regex,Yes,2025-03-15,Yes
3955,Pastebin,Config File,DB_PASSWORD=secret254,6,api_key_regex,Yes,2025-06-11,No
3956,Public Forum,API Key,AIzaSyD6439***,5,credit_card_regex,Yes,2024-10-07,No
3957,Pastebin,API Key,AIzaSyD5319***,8,email_regex,Yes,2025-06-18,Yes
3958,Social Media,API Key,AIzaSyD4819***,6,password_env_regex,No,2024-11-20,Yes
3959,Pastebin,Source Code,function test66(){return true;},3,credit_card_regex,No,2025-02-16,No
3960,Social Media,Confidential Document,ConfDoc_6645.pdf,10,password_env_regex,No,2025-08-03,Yes
3961,Public Forum,Confidential Document,ConfDoc_6608.pdf,3,username_password,No,2025-04-08,Yes
3962,Pastebin,Source Code,function test20(){return true;},3,credit_card_regex,No,2025-04-08,Yes
3963,Social Media,Personal Data,"Name51, email20@example.com",10,api_key_regex,Yes,2025-01-10,No
3964,Pastebin,Credentials,user331:pass660,4,credit_card_regex,Yes,2025-01-15,No
3965,Pastebin,Credentials,user682:pass217,2,credit_card_regex,No,2025-06-07,No
3966,Dark Web,Payment Info,4119 1528 1326 9949,3,api_key_regex,Yes,2024-12-02,Yes
3967,Pastebin,Confidential Document,ConfDoc_7606.pdf,4,credit_card_regex,No,2025-04-15,No
3968,Dark Web,Credentials,user227:pass993,1,api_key_regex,No,2025-02-23,No
3969,Dark Web,Personal Data,"Name85, email58@example.com",1,credit_card_regex,Yes,2024-09-23,Yes
3970,Public Forum,Config File,DB_PASSWORD=secret437,6,credit_card_regex,No,2025-02-17,Yes
3971,Social Media,API Key,AIzaSyD8971***,10,email_regex,No,2025-06-18,No
3972,GitHub,Confidential Document,ConfDoc_2588.pdf,7,credit_card_regex,Yes,2025-06-18,No
3973,Social Media,Database Dump,db_row_8434,7,api_key_regex,No,2025-05-29,Yes
3974,Dark Web,Config File,DB_PASSWORD=secret897,2,username_password,Yes,2025-04-14,No
3975,Pastebin,Payment Info,4405 3079 1698 7552,3,email_regex,No,2025-07-16,Yes
3976,Public Forum,API Key,AIzaSyD7977***,10,api_key_regex,No,2025-05-09,No
3977,Dark Web,Confidential Document,ConfDoc_9805.pdf,10,password_env_regex,No,2025-01-27,Yes
3978,Pastebin,Credentials,user994:pass280,3,credit_card_regex,No,2025-04-19,No
3979,Public Forum,Database Dump,db_row_1144,5,username_password,No,2025-06-11,Yes
3980,Public Forum,Config File,DB_PASSWORD=secret111,1,credit_card_regex,Yes,2024-12-04,No
3981,Social Media,Payment Info,4218 8117 3569 1604,8,username_password,No,2025-06-04,Yes
3982,Social Media,Source Code,function test17(){return true;},1,username_password,Yes,2025-01-03,No
3983,GitHub,Config File,DB_PASSWORD=secret137,7,password_env_regex,Yes,2025-07-03,No
3984,Dark Web,API Key,AIzaSyD9970***,10,api_key_regex,Yes,2025-05-27,Yes
3985,Public Forum,Source Code,function test96(){return true;},2,password_env_regex,No,2024-10-29,No
3986,Public Forum,Config File,DB_PASSWORD=secret178,1,username_password,No,2025-07-09,Yes
3987,Social Media,Credentials,user784:pass790,5,api_key_regex,No,2024-08-20,No
3988,GitHub,Config File,DB_PASSWORD=secret659,6,username_password,No,2025-02-18,Yes
3989,Social Media,Payment Info,4697 7608 8356 6518,5,credit_card_regex,Yes,2024-12-11,Yes
3990,Pastebin,Personal Data,"Name53, email45@example.com",1,username_password,No,2024-10-16,Yes
3991,Dark Web,Source Code,function test27(){return true;},2,credit_card_regex,Yes,2025-06-06,Yes
3992,Public Forum,Source Code,function test88(){return true;},7,credit_card_regex,Yes,2025-02-16,No
3993,GitHub,Source Code,function test39(){return true;},1,api_key_regex,No,2024-08-15,No
3994,Pastebin,Source Code,function test58(){return true;},9,username_password,No,2024-12-21,No
3995,Public Forum,Confidential Document,ConfDoc_4099.pdf,1,api_key_regex,No,2025-05-03,Yes
3996,Pastebin,Config File,DB_PASSWORD=secret588,8,api_key_regex,Yes,2025-02-25,Yes
3997,Social Media,Payment Info,4149 3851 8763 2003,3,email_regex,No,2025-02-07,No
3998,Pastebin,Payment Info,4070 3231 1344 6910,1,password_env_regex,Yes,2025-07-03,Yes
3999,GitHub,Database Dump,db_row_3619,9,email_regex,Yes,2024-09-13,No
4000,GitHub,Source Code,function test83(){return true;},8,api_key_regex,Yes,2025-03-23,Yes
4001,Public Forum,Payment Info,4582 7615 9038 9845,10,password_env_regex,No,2024-10-23,No
4002,Dark Web,Personal Data,"Name89, email57@example.com",2,username_password,Yes,2024-10-24,No
4003,Public Forum,Personal Data,"Name14, email99@example.com",8,username_password,No,2024-11-28,No
4004,Public Forum,Source Code,function test17(){return true;},4,password_env_regex,Yes,2024-09-13,No
4005,Public Forum,API Key,AIzaSyD4042***,4,email_regex,Yes,2025-07-04,Yes
4006,Social Media,Config File,DB_PASSWORD=secret785,4,api_key_regex,Yes,2024-11-15,No
4007,Dark Web,Confidential Document,ConfDoc_2532.pdf,3,email_regex,Yes,2025-06-19,Yes
4008,Public Forum,Credentials,user138:pass261,4,api_key_regex,Yes,2025-05-17,No
4009,Dark Web,Database Dump,db_row_8257,6,username_password,Yes,2024-12-04,Yes
4010,Public Forum,Config File,DB_PASSWORD=secret186,8,credit_card_regex,No,2024-11-27,Yes
4011,Dark Web,Source Code,function test47(){return true;},8,api_key_regex,Yes,2024-11-08,Yes
4012,Public Forum,Credentials,user916:pass159,3,password_env_regex,No,2024-09-05,Yes
4013,Public Forum,Source Code,function test74(){return true;},6,username_password,Yes,2024-11-26,Yes
4014,Dark Web,Source Code,function test32(){return true;},2,username_password,No,2025-07-26,No
4015,GitHub,API Key,AIzaSyD1994***,6,username_password,No,2024-09-29,No
4016,Social Media,Credentials,user950:pass462,10,username_password,Yes,2025-07-10,Yes
4017,Pastebin,API Key,AIzaSyD5304***,8,email_regex,Yes,2024-09-07,Yes
4018,Dark Web,Personal Data,"Name84, email50@example.com",9,password_env_regex,Yes,2025-04-04,No
4019,Dark Web,Database Dump,db_row_4152,1,username_password,No,2025-03-27,No
4020,Social Media,Database Dump,db_row_1353,6,password_env_regex,Yes,2024-12-20,No
4021,Pastebin,Confidential Document,ConfDoc_4753.pdf,4,email_regex,Yes,2025-04-29,Yes
4022,Pastebin,Personal Data,"Name56, email25@example.com",2,username_password,No,2025-02-25,No
4023,Pastebin,Personal Data,"Name90, email92@example.com",7,email_regex,No,2025-01-22,Yes
4024,Pastebin,Database Dump,db_row_5333,5,password_env_regex,Yes,2025-06-13,No
4025,Pastebin,Personal Data,"Name13, email29@example.com",8,credit_card_regex,No,2025-05-16,Yes
4026,Pastebin,Confidential Document,ConfDoc_9503.pdf,2,email_regex,Yes,2025-02-06,No
4027,Social Media,Config File,DB_PASSWORD=secret712,2,email_regex,Yes,2024-10-04,No
4028,Pastebin,Config File,DB_PASSWORD=secret160,9,api_key_regex,Yes,2025-06-24,Yes
4029,Dark Web,Config File,DB_PASSWORD=secret339,10,credit_card_regex,No,2025-04-13,No
4030,GitHub,Config File,DB_PASSWORD=secret327,9,email_regex,No,2024-08-25,Yes
4031,Dark Web,API Key,AIzaSyD3980***,9,username_password,No,2025-01-08,Yes
4032,Pastebin,Credentials,user145:pass598,3,email_regex,No,2024-10-12,Yes
4033,Public Forum,Credentials,user656:pass629,10,username_password,Yes,2025-06-27,No
4034,Dark Web,Confidential Document,ConfDoc_9343.pdf,6,email_regex,Yes,2024-08-13,No
4035,Public Forum,Database Dump,db_row_2811,10,credit_card_regex,Yes,2025-05-09,Yes
4036,Dark Web,Config File,DB_PASSWORD=secret274,1,email_regex,Yes,2025-08-10,Yes
4037,Pastebin,Personal Data,"Name41, email91@example.com",4,password_env_regex,No,2025-05-20,No
4038,Pastebin,Confidential Document,ConfDoc_5001.pdf,4,username_password,Yes,2025-07-26,Yes
4039,Public Forum,Database Dump,db_row_3065,6,password_env_regex,Yes,2025-07-12,No
4040,GitHub,Database Dump,db_row_1915,8,api_key_regex,Yes,2025-07-21,No
4041,Pastebin,API Key,AIzaSyD3081***,5,email_regex,No,2025-05-17,Yes
4042,Public Forum,API Key,AIzaSyD2328***,4,email_regex,No,2025-01-15,Yes
4043,GitHub,Database Dump,db_row_8968,6,username_password,Yes,2024-08-30,No
4044,Dark Web,Confidential Document,ConfDoc_6418.pdf,1,email_regex,No,2024-12-26,No
4045,Public Forum,Source Code,function test85(){return true;},8,password_env_regex,No,2024-09-05,No
4046,GitHub,Database Dump,db_row_9680,4,username_password,Yes,2025-06-03,No
4047,Dark Web,Payment Info,4912 1086 3600 5207,9,api_key_regex,Yes,2025-02-02,No
4048,Social Media,Database Dump,db_row_6653,10,password_env_regex,Yes,2024-12-13,Yes
4049,Pastebin,Source Code,function test40(){return true;},2,credit_card_regex,Yes,2025-06-07,Yes
4050,Pastebin,Payment Info,4706 7671 9943 8834,10,password_env_regex,No,2025-04-27,Yes
4051,Pastebin,Database Dump,db_row_2880,2,email_regex,Yes,2025-01-09,Yes
4052,GitHub,Source Code,function test54(){return true;},9,password_env_regex,No,2025-08-08,No
4053,GitHub,Source Code,function test35(){return true;},4,api_key_regex,Yes,2024-09-08,No
4054,Social Media,Confidential Document,ConfDoc_5713.pdf,4,api_key_regex,Yes,2024-08-28,No
4055,Dark Web,Config File,DB_PASSWORD=secret298,6,username_password,Yes,2025-01-21,Yes
4056,Public Forum,API Key,AIzaSyD3714***,10,api_key_regex,Yes,2024-08-16,Yes
4057,GitHub,Credentials,user493:pass810,5,username_password,No,2025-04-20,Yes
4058,GitHub,Credentials,user978:pass636,7,password_env_regex,No,2025-05-26,No
4059,Dark Web,Credentials,user674:pass439,10,password_env_regex,Yes,2025-04-27,No
4060,Public Forum,Database Dump,db_row_7696,1,email_regex,Yes,2025-06-18,No
4061,GitHub,API Key,AIzaSyD4410***,1,email_regex,Yes,2024-08-19,No
4062,Pastebin,API Key,AIzaSyD1518***,2,api_key_regex,No,2025-07-18,Yes
4063,Social Media,Payment Info,4526 2783 5005 2169,4,api_key_regex,Yes,2024-12-24,No
4064,GitHub,Source Code,function test54(){return true;},8,password_env_regex,Yes,2025-02-15,No
4065,Public Forum,Source Code,function test89(){return true;},7,credit_card_regex,Yes,2025-07-01,No
4066,Social Media,Personal Data,"Name88, email43@example.com",4,email_regex,No,2025-03-13,No
4067,Pastebin,API Key,AIzaSyD4206***,9,email_regex,No,2025-01-05,No
4068,Pastebin,Credentials,user788:pass147,7,password_env_regex,Yes,2025-04-28,No
4069,Pastebin,Config File,DB_PASSWORD=secret274,5,password_env_regex,No,2024-12-02,No
4070,Dark Web,Database Dump,db_row_4168,8,credit_card_regex,Yes,2025-02-05,Yes
4071,Pastebin,Database Dump,db_row_5773,6,password_env_regex,No,2024-09-19,Yes
4072,GitHub,Source Code,function test60(){return true;},4,email_regex,Yes,2025-06-15,Yes
4073,GitHub,Personal Data,"Name71, email95@example.com",7,api_key_regex,No,2025-07-06,No
